,Unnamed: 0,Unnamed: 0.1,Sentence,Schema,Schema Slot,Slot Value,Pattern,Lexical Trigger,Target LM,Target CM,Source LM,Source CM,Negative Source CM,Sentence ID,Unnamed: 11,Unnamed: 12
693,317,317,The government slowly eroding gun rights is the same as a landlord taking away tenant space.,01 Health and Safety,Threatened,gun rights,eroding [threatened],eroding,gun rights,Gun Rights,eroding,Physical Harm,Medicine/Physical Burden,,,
694,493,493,"Regarding the post-hoc efforts of various courts to conclude that Congress-- while remaining utterly silent on the subject--had somehow determined that machine guns burden interstate commerce, Stephen Halbrook writes in the Firearms Law Deskbook (the only national practice manual on firearms law):",02 Journey,Barrier,machine guns,,burden,machine guns,Guns,burden,Physical Burden,Confinement,2378656,,
695,200,200,"#Republicans hate Americans so much they dismiss 1st graders as casualties of gun rights, but go to any length to protect fetuses.",01 Health and Safety,Threat,gun rights,casualties of [threat],casualties of,gun rights,Gun Rights,casualties,Physical Harm,Medicine,2378672,,
696,1098,1098,This country could use alot more of that for sure but it is clear to me the GOP has taken wealth worship to a new level and it is not a balenced aproach.,04 Power and Control: God,God,wealth,,worship,wealth,Wealth,worship,A God,Enslavement,31674,,
697,1721,1721,"The perfect storm of homelessness and poor health in South Los Angeles requires a powerful human right to health approach that can engender the broad-based support and political will necessary to implement long overdue, desperately needed solutions.",13 Nature: Weather,Weather,homelessness,storm of [weather],storm of,homelessness,Poverty,storm,Natural Physical Force,Plant,124636,,
698,145,145,"Taxes don't reduce deficits, taxes and spending dance around zero to produce a revenue or a deficit.",01 Health and Safety,Threat,Taxes,,reduce,Taxes,Taxation,reduce,Downward Movement,Theft,2902163,,
699,1070,1070,How would such requirements violate your sacred 2nd Amendment?,04 Power and Control: God,God,2nd amendment,,sacred,2nd amendment,Gun Rights,sacred,A God,Medicine/Physical Burden,3786564,,
700,169,169,"Any tragedy by a crazy using a gun becomes a poster child against the evil inanimate object ""guns"" and is a money maker for anti-gun candidates.",01 Health and Safety,Threat,guns,,evil,guns,Guns,evil,Monster,Physical Harm/War,2165034,,
701,428,428,"They've been able to hold off new gun control in New York thanks to a Republican controlled senate, but after 2008, there's a real danger of the state sinking into the gun control abyss if the Democrats regain control.",02 Journey,Agent,New York,,,gun control,Control of Guns,abyss,Abyss,Crop/Plant,2376897,,
702,389,389,"To those who claim that the Congress has no power to pass a bill requiring all States and territories of the United States to enforce the second amendment by requiring them to honor concealed carry permits issued in all other states, the fourteenth amendment was intended to give the Congress exactly such power.",01 Health and Safety,Threatened,second amendment,,enforce,second amendment,Gun Rights,enforce,Rule Enforcer,A God/Story,3769067,,
703,19,19,"Some democratic processes do exist in our republic, though changes over the last couple centuries have increased how much democracy infests our system (i.e. 17th Amendment).",01 Health and Safety,Beneficial,our system,,,democracy,Democracy,infests,Parasite,Game/Science,761114,,
704,141,141,"That led to Kaine proposals on property tax relief, on spending more money on education, and to respond to their complaints about growth and traffic.",01 Health and Safety,Threat,property tax,,relief,property tax,Taxation,relief,Disease/Physical Burden,A God/Enslavement/Servant,56948,,
705,1062,1062,The fact that the gun is a reverenced god can be seen in its manifold and apparently resistless powers.,04 Power and Control: God,God,gun,,god,gun,Guns,god,A God,Business/Servant,2376878,,
706,1029,1029,"Meanwhile, the Qatar bid has been widely labeled a victory for wealth and influence over commonsense.",03 Conflict,Winner,wealth,,victory,wealth,Wealth,victory,Competition/War,Monster,3125376,,
707,475,475,"Infrastructure, homelessness hamper recovery",02 Journey,Barrier,homelessness,,recovery,homelessness,Poverty,recovery,Barrier,Physical Harm,2669363,,
708,282,282,The last thing we can afford is four more years where no one in Washington is watching anyone on Wall Street because politicians and lobbyists killed common-sense regulations.,01 Health and Safety,Threatened,regulations,,killed,regulations,Bureaucracy,killed,Crime,Disease/Medicine,2081766,,
709,864,864,The industry had played the gun-nut rubes for fools.,03 Conflict,Side,the industry,[side] played,played,gun-nut,Guns,played,Game,Strength,,,
710,1305,1305,"They are individuals and families whose taxes support the Government and whose voluntary gifts support church, charity, culture, art, and education.",05 Engineering and Business: Engineering,Component,taxes,,support,taxes,Taxation,support,Building,Backward Movement/War,133254,,
711,1095,1095,The Japanese don't share our fanatical devotion and worship of gun ownership.,04 Power and Control: God,God,gun ownership,,worship,gun ownership,Guns,worship,A God,Crime,3124414,,
712,383,383,"Every time someone protects taxation they protect violence, because taxation will never be voluntary.",01 Health and Safety,Threatened,taxation,,protects,taxation,Taxation,protects,Protection,Disease,3125324,,
713,615,615,This is the historical context of Obama's election victory.,03 Conflict,Conflict,election,,victory,election,Elections,victory,Competition/Game/War,Confinement/Physical Harm,3118905,,
714,996,996,And that is probably why gun control will win and has been slowly but surely.,03 Conflict,Winner,gun control,,win,gun control,Control of Guns,win,Competition/Game,Light,2883754,,
715,1279,1279,This sort of system of double revenue sources mimics the much hated system of double corporate taxation in a perverse way.,05 Engineering and Business: Engineering,Built,taxation,,system,taxation,Taxation,system,Machine,Emotion Experiencer,2648941,,
716,1007,1007,"We have to stop the mentality of \He who dies with the most guns wins\"".""",03 Conflict,Winner,He who dies with the most guns,[winner] wins,wins,guns,Guns,wins,Competition/Game,Downward Movement,,,
717,256,256,"Karl Rabeder, as reported on AOL News, has decided that wealth compromises the quest for happiness.",01 Health and Safety,Threat,wealth,,compromises,wealth,Wealth,compromises,Struggle,Struggle/War,2378514,,
718,281,281,"New York's pensions are the financial equivalent of the neutron bomb: kill taxpayers right away, but save the bill for future generations,"" Astorino said.",01 Health and Safety,Threatened,taxypayers,,kill,taxpayers,Taxation,kill,Crime,Body of Water/Energy,2378125,,
719,1077,1077,The gun freaks act like we are trying to take their sacred guns away when I have not heard the president say that.,04 Power and Control: God,God,guns,,sacred,guns,Guns,sacred,A God,Crop,2143922,,
720,1522,1522,A disgraced former Newfoundland and Labrador cabinet minister pleaded guilty Friday to charges that included defrauding taxpayers of money paid through his legislative allowance. more »,06 Morality and Justice,Victim,taxpayers,,defrauding,taxpayers,Taxation,defrauding,Theft,Body of Water,1957909,,
721,579,579,"After his ""Murderers Row"" comment, Cohen insisted that Republicans like their guns more than God: ""I think guns trump bibles on that side of the aisle.""",03 Conflict,Aid,guns,,trump,guns,Guns,trump,Game,Animal,3124555,,
722,830,830,"Everything changed in the 1970s when conservative groups challenged gun control and overturned laws in state legislatures, giving the Second Amendment a new interpretation considered by liberals and conservatives alike to be one of the biggest pieces of fraud on the American public.",03 Conflict,Side,gun control,,challenged,gun control,Control of Guns,challenged,Competition,Business,2377006,,
723,523,523,"But some pro-gun legislation, including the sweeping ""guns everywhere"" bill that was signed into law earlier this year by Georgia's Republican Gov. Nathan Deal, has advanced in recent months.",02 Journey,Change,pro-gun legislation,,advanced,pro-gun legislation,Gun Rights,advanced,Forward Movement,Obesity,3760794,,
724,369,369,It's a crime people don't care about their rights and prefer to protect their guns or buy more instead.,01 Health and Safety,Threatened,guns,,protect,guns,Guns,protect,Protection,Physical Harm/War,2673125,,
725,285,285,"Even so, given our firsthand observations, we strongly believe that the diagnosis of Bolivian democracy as in danger and eroding is preemptive and unfounded.",01 Health and Safety,Threatened,democracy,,diagnosis,democracy,Democracy,diagnosis,Disease/Medicine,Downward Movement/Medicine,632127,,
726,454,454,Gun Owners of America and others that have come on board to replace the NRA in our national gun rights quest are doing a great service for us.,02 Journey,Agent,gun rights,,quest,gun rights,Gun Rights,quest,Journey,Animal,2377587,,
727,1703,1703,Their brand of oppression and obstructive politics through intimidation and exclusiveness must be extinguished by a rain of Democracy.,13 Nature: Body of Water,Rain,democracy,rain of [rain],rain of,democracy,Democracy,rain,Natural Physical Force,Competition/Struggle,156019,,
728,213,213,"However, guns destroy the ""natural order"" of things.",01 Health and Safety,Threat,guns,,destroy,guns,Guns,destroy,Physical Harm,Natural Physical Force/Physical Harm/Protection,3124050,,
729,1051,1051,"Most other organisation do the same, Sell guns, glorify guns, promote guns, promote sports, training and membership.",04 Power and Control: God,God,guns,,glorify,guns,Guns,glorify,A God,Crime,2169496,,
730,1175,1175,"When a government bureaucracy sells logging rights for a section of old- growth, the struggle begins.",05 Engineering and Business: Business,Business,bureaucracy,,sells,bureaucracy,Bureaucracy,sells,Business,Physical Harm/War,3119400,,
731,391,391,"What I have a major issue with, and what erased all that good in my mind is the narrow minded way he is attacking gun ownership.",01 Health and Safety,Threatened,gun ownership,,attacking,gun ownership,Guns,attacking,Struggle,Crime,2903030,,
732,690,690,Having Suffered the war of debt in small business I can tell you that this book has been extremely helpful.,03 Conflict,Conflict,debt,,war,debt,Poverty,war,War,Competition,123692,,
733,863,863,"Legal scholar Waldman examines the political forces behind that change, including the growing influence of the National Rifle Association and how gun rights play into the culture wars.",03 Conflict,Side,gun rights,,play,gun rights,Gun Rights,play,Game,Disease,2135691,,
