,Unnamed: 0,Sentence,Schema,Schema Slot,Negative Schema Slot,Slot Value,Pattern,Lexical Trigger,Target LM,Target CM,Source LM,Source CM,Sentence ID,Unnamed: 11,Unnamed: 12
82,82,These cowards have zero education about what this nation was founded or what democracy is let alone what it means to fight to protect the freedoms that a true democracy covets.,01 Health and Safety,Protection,Entity,freedoms,,protect,freedoms,Democracy,protect,Physical Harm,155879,,
1700,1700,"It's a huge stretch to view these uprisings as a seamless wave of democracy; but it would go too far in the other direction to see them as strictly discrete events, each unrelated to the other.",13 Nature: Body of Water,Flowing,Scale,democracy,wave of [flowing],wave of,democracy,Democracy,wave,Body of Water,155237,,
1216,1216,"I think when they have to make a compromise.,. I think they would sell our gun rights down the river... especially Mccain.",05 Engineering and Business: Business,Product,Relationship,gun rights,,sell,gun rights,Gun Rights,sell,Resource,2718674,,
189,189,Taxation destroys earnings and ability to save/invest...inflation destroys monetary wealth already owned.,01 Health and Safety,Threat,Winner,Taxation,,destroys,Taxation,Taxation,destroys,Natural Physical Force/Physical Harm,159206,,
1264,1264,"This coalition demonstrates not only the effectiveness of local political activists, but how conflicting groups can be brought together while strengthening democratic processes.",05 Engineering and Business: Engineering,Built,Laboratory,democratic processes,,strengthening,democratic processes,Democracy,strengthening,Building/Strength,2605006,,
485,485,"This inexplicably urgent modification to the budget and all the reasons that got jumbled together for it revealed yet again the excess spending into which the government has fallen, and the notable inefficiency of the ministerial work, particularly in the social area.",02 Journey,Barrier,Threatened,government,,fallen,government,Government,fallen,Downward Movement,620135,,
1548,1548,"It isn't the neocon fable of intravenous democracy, even if it kills the patient.",07 Systematic Explanations,Topic,Leader,intravenous democracy,fable of [topic],fable of,democracy,Democracy,fable,Story,,,
1576,1576,Poverty is the mother of crime.,10 Human Life Cycle and Family Relations,Child,Punishment,crime,mother of [child],mother of,Poverty,Poverty,mother,Family,2669217,,
837,837,"I oppose gun control for other reasons, but as far as I am concerned, the Bill of Rights started dying three decades ago and was finally put out of its misery by the GOP 1 decade ago.",03 Conflict,Side,Conflict,gun control,,oppose,gun control,Control of Guns,oppose,Competition,2180626,,
1733,1733,We should not all be this eager to hang our gun rights hat on this story.,14 Embodied Experience: Clothing,Clothing,God,gun rights,[clothing] hat,hat,gun rights,Gun Rights,hat,Clothing,2377001,,
1570,1570,The posthumous Lion-prince of Monarchial dominance is infecting the houses of the restless with every scratch from its filthy claws of Democracy.,09 Animals,Wild Animal,Change,democracy,claws of [wild animal],claws of,democracy,Democracy,claws of,Animal,155515,,
1703,1703,Their brand of oppression and obstructive politics through intimidation and exclusiveness must be extinguished by a rain of Democracy.,13 Nature: Body of Water,Rain,Threat,democracy,rain of [rain],rain of,democracy,Democracy,rain,Natural Physical Force,156019,,
1464,1464,I seriously fear that the Democrats are going to steal this election.,06 Morality and Justice,Property,Beneficial Plant,election,,steal,election,Elections,steal,Theft,2566930,,
1355,1355,"[But not] all the instruments of Delaware's rapacity take the form of meddlesome, high-handed government exacting inflated costs on out-of-state visitors.",05 Engineering and Business: Resource,Extractor,Laboratory,government,,exacting,government,Government,exacting,Forceful Extraction,2461508,,
1126,1126,The original group that employed Democracy (Athens) was eventually destroyed by their neighbors.,04 Power and Control: Human,Degree,Relationship,LOW,,employed,Democracy,Democracy,employed,Servant,155993,,
382,382,"I find it funny that you talk about perverted the second amendment after you have made such idiotic claims that the 2 protects no guns and that owning one gun is sufficient to permanently ""enjoy"" your second amendment rights what credentials does the Matt Talibi have?",01 Health and Safety,Threatened,Facilitator,guns,,protects,guns,Guns,protects,Protection,2103075,,
1133,1133,For you financial domination equals tax domination.,04 Power and Control: Human,Leader,Entity Age,tax,,domination,tax,Taxation,domination,Enslavement,1971461,,
370,370,"Through the four actions we have taken today, FHFA and Treasury have acted on the responsibilities we have to protect the stability of the financial markets, including the mortgage market, and to protect the taxpayer to the maximum extent possible.",01 Health and Safety,Threatened,Vehicle,taxpayer,,protect,taxpayer,Taxation,protect,Protection,2659413,,
1429,1429,"This remains to be seen, since the SL government has been ruthlessly robbing Tamils of their lands and their homes.",06 Morality and Justice,Criminal,Body of Water,government,,robbing,government,Government,robbing,Crime/Theft,2832086,,
1672,1672,"$225,000 would certainly be a mountain of money to us!",12 High and Low,Scale,Body of Water,money,,mountain,money,Wealth,mountain,Hazardous Geographic Feature,2858558,,
1695,1695,They are the ditch carp in the great river of democracy.,13 Nature: Body of Water,Body of Water,Clothing Type,democracy,river of [body of water],river of,democracy,Democracy,river,Body of Water,155386,,
288,288,"Post-modern grassroots movements identify modernity with the death of democracy, not its flourishing.",01 Health and Safety,Threatened,Destination,democracy,,death,democracy,Democracy,death,Life Stage,2927616,,
91,91,"Dudley claimed to be at the United Nations for the Arms Trade Treaty conference, yet nobody saw him in the building, but they did see Alan Gottlieb there, fighting to protect Americans' gun rights.",01 Health and Safety,Protection,Punished,gun rights,,protect,gun rights,Gun Rights,protect,Protection,2865555,,
1317,1317,"But in the meantime our ""house of gun rights"" is on fire and at some point will burn down.",05 Engineering and Business: Engineering,Destruction Potential,Scale,DANGER,,burn down,gun rights,Gun Rights,house,Building,2376986,,
477,477,Bureaucratic hurdles must also be cleared.,02 Journey,Barrier,Clothing Type,bureaucratic,,hurdles,Bureaucratic,Bureaucracy,hurdles,Barrier/Game,3028829,,
1598,1598,"Rather, Abe's Japan is a wealthy, mature, and greying democracy.",10 Human Life Cycle and Family Relations,Entity Age,Business,AGED,,greying,democracy,Democracy,greying,Life Stage,,,
97,97,Protecting Taxpayers,01 Health and Safety,Protection,Undesirable Plant,Taxpayers,,Protecting,Taxpayers,Taxation,Protecting,Protection,2397214,,
1320,1320,What people DO say is that gov't can't create wealth.,05 Engineering and Business: Engineering,Engineer,Protection,gov't,[engineer] create,create,wealth,Wealth,create,Building,2905219,,
885,885,"Denmark and the World Bank work together with other member governments to finance projects, design policies and deliver programs to combat poverty in the developing world.",03 Conflict,Side,Level,poverty,,combat,poverty,Poverty,combat,Struggle,2671359,,
121,121,"In an uncertain environment such as Obama has brought us, the additional taxes can be very inhibiting - particularly for those businesses that would otherwise be expanding and hiring.",01 Health and Safety,Threat,Farmer/Gardener,taxes,,inhibiting,taxes,Taxation,inhibiting,Confinement,53561,,
1200,1200,"Politicians continue to give bureaucracy its (usually unfunded) mandate, and then they, who often manufactured bureaucracy in the first place, are reduced to haphazardly bullying it since nothing else, from their perspective, appears to work.",05 Engineering and Business: Business,Product,Loser,bureaucracy,,manufactured,bureaucracy,Bureaucracy,manufactured,Factory,3119396,,
1229,1229,"14 Fearing the collapse of the Salvadoran government, the United States dramatically increased foreign aid and bolstered the Salvadoran military by providing advisers and supplying helicopters and attack aircraft.15",05 Engineering and Business: Engineering,Built,Beneficial Plant,government,,collapse,government,Government,collapse,Building/Downward Movement,2663937,,
802,802,"Guns Lose in Latest Poll : Americans are increasingly fed up with handgun epidemic June 07, 1993",03 Conflict,Loser,Engineer,guns,,lose,Guns,Guns,Lose,Competition,3124556,,
620,620,"Two leading astrologers, Chris Brennan and Patrick Watson, in their article titled Prediction for the 2012 US Presidential Election published on April 29, 2012, said that ""both candidates go into important ""peak periods"" in the summer prior to the election, but that Romney begins a more difficult sub-period starting in mid-October, right before the second debate, ultimately resulting in the loss of the election in November.""",03 Conflict,Conflict,Wild Animal,election,,loss,election,Elections,loss,Game,3118907,,
1676,1676,"Listen puppies, Your Mama don't begrudge Mister Perry his screaming success and we allow that people with fat bank accounts are free to live any which way their mountains of money will buy.",12 High and Low,Scale,Child,money,,mountains,money,Wealth,mountains,Hazardous Geographic Feature,126239,,
805,805,Voluntary commitment never results in the loss of gun rights.,03 Conflict,Loser,Resource,gun rights,,loss,gun rights,Gun Rights,loss,Competition,2904065,,
1396,1396,"And when one considers that the typical American poverty victim in 1991 is a child, the case for strengthening the family unit combines both rational and humane reasons.",06 Morality and Justice,Crime,Threatened,poverty,,victim,poverty,Poverty,victim,Crime,2378076,,
