,Unnamed: 0.1,Unnamed: 0,Sentence,Schema,Schema Slot,Slot Value,Pattern,Lexical Trigger,Target LM,Target CM,Source LM,Source CM,Sentence ID,Unnamed: 11,Unnamed: 12,phrase_1,phrase_2,xAttr,xEffect,xIntent,xNeed,xReact,xReason,xWant
235,235,626,"This information, especially in election season, offers an opportunity to de-stablize the New World Order Ruling Elite and restore honest elections with citizens checks and balances, true Freedom under God, and true Free Enterprise in America.",03 Conflict,Conflict,election,,season,election,Elections,season,Game/Science,1694357.0,,,,,"[[' determined', ' dedicated', ' organized']]","[[' none', ' PersonX sweats from exertion', ' PersonX sweats from the heat']]","[[' to have fun', ' to have a good season', ' to have a good time']]","[[' none', ' to buy a ticket', ' to have a job']]","[[' happy', ' good about themselves', ' happy.']]","[[' PersonX goes to the beach', ' PersonX goes to the game', ' PersonX plays a game']]","[[' to enjoy the season', ' to have fun', ' to go home']]"
236,236,1409,The GOP's attacks have increased and even John McCain is saying that ACORN's actions are proof the Democrats are trying to steal the 2008 election.,06 Morality and Justice,Crime,election,,steal,election,Elections,steal,Theft,550693.0,,,steal the,steal the,"[[' mean', ' sneaky', ' greedy']]","[[' gets arrested', ' gets caught', ' PersonX is arrested']]","[[' to steal something', ' to get something', ' to be rich']]","[[' to have a reason to steal', ' to have a reason to steal it', ' to have a reason to steal something']]","[[' guilty', ' like a criminal', ' like a thief']]","[[' PersonX is a thief.', ' PersonX is a thief', ' PersonX is a criminal.']]","[[' to go to jail', ' to hide the evidence', ' to go home']]"
237,237,243,"We went through some bad times back in the 1970's, times when big government policies threatened to derail our country and our elected leaders seemed to have lost the way.",01 Health and Safety,Threat,government policies,,threatened,government policies,Bureaucracy,threatened,Physical Harm,762351.0,,,threatened to,threatened to,"[[' threatening', ' aggressive', ' mean']]","[[' none', ' PersonX gets arrested.', ' PersonX loses their temper.']]","[[' to get their way', ' to hurt someone', ' to be in control']]","[[' none', ' to have something to threaten', ' to have a reason to threaten']]","[[' angry', ' powerful', ' threatened']]","[[' PersonX is afraid of the consequences.', ' PersonX is afraid of getting caught.', ' PersonX is afraid of the consequences']]","[[' to get away from the situation', ' to get away with it', ' to get their way']]"
238,238,1401,Just about every society has devients whether they have guns or not...a Rapist will rape...imagine if you will your daugher and mine walking home late one night...a van pulls along side and your daughter screams as the man drags her inside...my daughter pulls a piece and defends herself...gun control robs us of the ability to protect ourselves.,06 Morality and Justice,Crime,gun control,,robs,gun control,Control of Guns,robs,Crime/Theft,3123582.0,,,robs us,robs us,"[[' mean', ' criminal', ' violent']]","[[' gets arrested', ' PersonX is arrested.', ' PersonX is arrested']]","[[' none', ' to be rich', ' to steal']]","[[' to get a gun', ' to have a weapon', ' to get a weapon']]","[[' guilty', ' angry', ' sad']]","[[' PersonX gets caught by the police', ' PersonX gets caught by the cops', ' PersonX gets caught']]","[[' to get away with it', ' to run away', ' to hide the money']]"
239,239,763,That alone is more than enough to reverse and defeat gun control.,03 Conflict,Enemy,gun control,,defeat,gun control,Control of Guns,defeat,Struggle/War,2160248.0,,,defeat gun,defeat gun,"[[' brave', ' determined', ' strong']]","[[' PersonX wins the game.', ' PersonX wins the game', ' PersonX gets a medal.']]","[[' none', ' to be victorious', ' to win']]","[[' to have a gun', ' to get a gun', ' none']]","[[' accomplished', ' happy', ' relieved']]","[[' PersonX shoots the gun', ' PersonX shoots a gun', ' PersonX shoots the gun with their own gun']]","[[' to celebrate', ' to take a break', ' to get a trophy']]"
240,240,358,Support Secretaries of State in who will protect the election,01 Health and Safety,Threatened,election,,protect,election,Elections,protect,Protection,2664497.0,,,protect the,protect the,"[[' protective', ' caring', ' strong']]","[[' none', ' PersonX protects PersonY.', ' PersonX protects PersonY']]","[[' to be a good person', ' to be a good friend', ' to be a good person.']]","[[' none', ' to know how to protect it', ' to know what to do']]","[[' protective', ' safe', ' happy']]","[[' PersonX is a police officer.', ' PersonX is a cop.', ' PersonX is a police officer']]","[[' to be a hero', ' to be a good person', ' to be a good parent']]"
241,241,391,"What I have a major issue with, and what erased all that good in my mind is the narrow minded way he is attacking gun ownership.",01 Health and Safety,Threatened,gun ownership,,attacking,gun ownership,Guns,attacking,Struggle,2903030.0,,,attacking gun,attacking gun,"[[' violent', ' aggressive', ' mean']]","[[' PersonX shoots the gun', ' PersonX shoots the gun.', ' PersonX gets shot.']]","[[' to hurt someone', ' to kill someone', ' to hurt someone.']]","[[' to have a gun', ' to grab the gun', ' none']]","[[' angry', ' scared', ' happy']]","[[' PersonX sees a gun on the ground', ' PersonX sees a gun on the ground.', ' PersonX sees a gun in the store.']]","[[' to shoot the gun', ' to kill someone', ' to get a gun']]"
242,242,1323,A law license is a money making tool and poverty is the grease.,05 Engineering and Business: Engineering,Facilitator,poverty,[facilitator] is the grease,is the grease,poverty,Poverty,grease,Machine,2378280.0,,,[facilitator] is the grease,facilitator is the grease,"[[' helpful', ' skilled', ' responsible']]","[[' none', ' PersonX is the grease', ' PersonX is the grease.']]","[[' none', ' to be helpful', ' to be helpful.']]","[[' none', ' to be a facilitator', ' to know how to do it']]","[[' helpful', ' happy', ' satisfied']]","[[' PersonX makes a lot of money as a facilitator', ' PersonX makes a lot of money as a facilitator.', ' PersonX is the grease']]","[[' to make sure everyone is on the same page', ' to make sure everyone is on the same page.', ' to make sure everyone is happy']]"
243,243,694,"They will try to make the use of arms prohibitively expensive, or useless in some other way through a war of taxation and attrition, and the hyper regulation of munition factories (laws regardining workers around lead).",03 Conflict,Conflict,taxation,,war,taxation,Taxation,war,War,2378563.0,,,war of,war of,"[[' aggressive', ' violent', ' brave']]","[[' PersonX loses the war.', ' PersonX loses the war', ' PersonX wins the war.']]","[[' to win the war', ' to win', ' to be victorious']]","[[' none', ' to be in a war', ' to have a plan']]","[[' victorious', ' happy', ' powerful']]","[[' PersonX wants to win the war', ' PersonX wants to win the war.', ' PersonX is in a war with PersonY']]","[[' to win the war', ' to win', ' to win the war.']]"
244,244,26,"I agree with Litman's implication that poverty is a cure for congestion, but I don't think it is an appropriate one.",01 Health and Safety,Protection,poverty,,cure,poverty,Poverty,cure,Disease,164623.0,,,cure for,cure for,"[[' helpful', ' smart', ' intelligent']]","[[' none', ' PersonX cures the disease.', ' PersonX is cured.']]","[[' to be helpful', ' to be a doctor', ' to help people']]","[[' none', ' to find a cure', ' to have a cure']]","[[' relieved', ' happy', ' good']]","[[' PersonX is a doctor', ' PersonX cures a disease', ' PersonX is a scientist']]","[[' to cure more diseases', ' to cure more people', ' to cure others']]"
245,245,636,Not a gun crisis...lol.,03 Conflict,Conflict,gun,,crisis,gun,Guns,crisis,Struggle,2149693.0,,,,,"[[' troubled', ' nervous', ' confused']]","[[' PersonX has a panic attack.', ' PersonX has to make a decision.', ' PersonX has a panic attack']]","[[' none', ' to get out of a bad situation', ' to get out of the situation']]","[[' none', ' to have a problem', ' to be in a situation']]","[[' sad', ' upset', ' worried']]","[[' PersonX is having a panic attack', ' PersonX is in a bad mood', ' PersonX is in the middle of a crisis']]","[[' to find a solution', ' to get out of the situation', ' to get help']]"
246,246,1082,The National coordination of other state Guard units was CRIMINAL in it's worship of red tape above cooperation in a crisis situation.,04 Power and Control: God,God,red tape,,worship,red tape,Bureaucracy,worship,A God,2007382.0,,,worship of,worship of,"[[' religious', ' worshipful', ' spiritual']]","[[' none', ' PersonX worships PersonY', ' PersonX worships PersonY.']]","[[' none', ' to be a good person', ' to be a good person.']]","[[' none', ' to be religious', ' to have a religion']]","[[' worshipful', ' happy', ' good about themselves']]","[[' PersonX is a religious person', ' PersonX is a religious person.', ' PersonX sees Jesus in the mirror']]","[[' to worship someone else', ' to pray to god', ' to pray to God']]"
247,247,1255,"A failed 1981 coup d'etat in Spain strengthened the country's young democracy, lawmakers say as they commemorate the event's 25th anniversary, while the coup leader slams moves to confer greater",05 Engineering and Business: Engineering,Built,democracy,,strengthened,democracy,Democracy,strengthened,Building/Strength,2545869.0,,,strengthened the,strengthened the,"[[' strong', ' hardworking', ' strong willed']]","[[' PersonX gets a promotion.', ' none', ' PersonX gets a promotion']]","[[' to be strong', ' to be helpful', ' to be a leader']]","[[' to know how to strengthen it', ' to know how to strengthen something', ' none']]","[[' accomplished', ' satisfied', ' happy']]","[[' PersonX wants to be a better person', ' PersonX wants to be a good leader', ' PersonX wants to be a better person.']]","[[' to make sure everything is in order', "" to make sure it's safe"", ' to make sure it works']]"
248,248,199,"Principles of double taxation relief (Part 1) In cross-border transactions, an amount may be taxable either in South Africa or in the foreign country â€“ but usually not in both.",01 Health and Safety,Threat,taxation,,relief,taxation,Taxation,relief,Physical Burden,1973715.0,,,relief (Part 1),relief (Part 1),"[[' relieved', ' helpful', ' responsible']]","[[' none', ' PersonX is relieved.', ' PersonX is relieved']]","[[' to feel better', ' to be relieved', ' none']]","[[' none', ' to have a plan', ' to be in trouble']]","[[' relieved', ' relief', ' relieved.']]","[[' PersonX has a broken leg.', ' PersonX is in a coma.', ' PersonX is in jail.']]","[[' to rest', ' to relax', ' to get some rest']]"
249,249,1102,Not everyone worships firearms like they have some right-to-life.,04 Power and Control: God,God,firearms,,worships,firearms,Guns,worships,A God,2179649.0,,,worships firearms,worships firearms,"[[' religious', ' strong-willed', ' strong willed']]","[[' PersonX becomes a gun owner.', ' PersonX becomes a gun enthusiast.', ' none']]","[[' none', ' to be a good person', ' to be a hero']]","[[' none', ' to learn how to shoot a gun', ' to learn how to shoot']]","[[' happy', ' proud', ' satisfied']]","[[' PersonX buys a gun', ' PersonX buys a gun at the gun show', ' PersonX buys a gun at a gun show']]","[[' to buy a gun', ' to buy a gun.', ' to buy guns']]"
250,250,1091,"It is argued that since atheists worship humanity, and since human government is the highest human institution, then atheists must worship government.",04 Power and Control: God,God,government,,worship,government,Government,worship,A God,152400.0,,,"worship humanity,","worship humanity,","[[' religious', ' caring', ' compassionate']]","[[' none', ' PersonX is a good person.', ' PersonX is a good person']]","[[' to be a good person', ' to be a good person.', ' none']]","[[' none', ' to be a good person', ' to know about humanity']]","[[' good about themselves', ' happy', ' good about themselves.']]","[[' PersonX goes to church', ' PersonX goes to church every Sunday', ' PersonX goes to church every day']]","[[' to be a good person', ' to be a good person.', ' to be a good citizen']]"
251,251,296,When I was growing up GA was a safe haven of gun rights and now it is just as bad as NYC!,01 Health and Safety,Threatened,gun rights,,haven,gun rights,Gun Rights,haven,Natural Physical Force,2378634.0,,,haven of,haven of,"[[' friendly', ' thoughtful', ' brave']]","[[' none', ' PersonX feels safe.', ' PersonX feels safe']]","[[' none', ' to be safe', ' to feel safe']]","[[' none', ' to find a place to hide', ' to find a place to go']]","[[' happy', ' relieved', ' content']]","[[' PersonX goes to the beach', ' PersonX goes to the shelter', ' PersonX goes to a new town']]","[[' to relax', ' to go home', ' to go to sleep']]"
