,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Sentence,Schema,Schema Slot,Slot Value,Pattern,Lexical Trigger,Target LM,Target CM,Source LM,Source CM,Sentence ID,Unnamed: 11,Unnamed: 12,phrase_1,phrase_2,xAttr,xEffect,xIntent,xNeed,xReact,xReason,xWant,Clean CSR_xWant,Clean CSR_xIntent,Clean CSR_xAttr,Clean CSR_xReact,Clean CSR_xEffect,Clean CSR_xNeed,Clean CSR_xReason
432,432,432,214,"More than ever before, government is destroying private enterprise on the one hand, and offering permanent dependency on the other hand.",01 Health and Safety,Threat,government,,destroying,government,Government,destroying,Physical Harm,3236186.0,,,destroying private,destroying private,"[[' mean', ' immoral', ' violent']]","[[' gets arrested', ' PersonX gets arrested.', ' PersonX gets arrested']]","[[' to destroy something', ' to get rid of something', ' to be mean']]","[[' none', ' to have something to destroy', ' to have a reason to destroy it']]","[[' guilty', ' angry', ' sad']]","[[' PersonX is a criminal.', ' PersonX is a criminal', ' PersonX wants to get revenge on someone']]","[[' to hide the evidence', ' to hide from the police', ' to hide']]","Want:  to hide,  to hide from the police, to hide the evidence","Intents: to destroy something,  to get rid of something,  to be mean","Attributes:  violent,  immoral, mean","Reactions:  sad,  angry, guilty","Effects:  speaker gets arrested, gets arrested","Needs:  to have something to destroy,  to have a reason to destroy it","Reasons:  speaker is a criminal,  speaker wants to get revenge on someone, speaker is a criminal"
433,433,433,102,"That there are now 38 RTC states without such horrors does not deter the gun control addict, for theirs is not a crusade based upon logic or statistical reality.",01 Health and Safety,Threat,gun control,[threat] addict,addict,gun control,Control of Guns,addict,Addiction,2376903.0,,,[threat] addict,threat addict,"[[' threatening', ' violent', ' dangerous']]","[[' gets arrested', ' none', ' PersonX gets arrested']]","[[' none', ' to be in control', ' to be a threat']]","[[' none', ' to be a criminal', ' to be a bully']]","[[' scared', ' guilty', ' bad']]","[[' PersonX is addicted to drugs.', ' PersonX is addicted to drugs', ' PersonX is a drug addict.']]","[[' to get help', ' to get better', ' to get a job']]","Want: to get help,  to get a job,  to get better","Intents:  to be in control,  to be a threat","Attributes:  dangerous,  violent, threatening","Reactions: scared,  guilty,  bad","Effects:  speaker gets arrested, gets arrested","Needs:  to be a criminal,  to be a bully","Reasons:  speaker is a drug addict,  speaker is addicted to drugs, speaker is addicted to drugs"
434,434,434,1219,"In these ways, AIDS reinforces gender inequities, deepens household poverty and threatens future generations (2004 Report on the Global AIDS Epidemic, UNAIDS).",05 Engineering and Business: Engineering,Built,poverty,,deepens,poverty,Poverty,deepens,Abyss,2207156.0,,,deepens household,deepens household,"[[' responsible', ' helpful', ' generous']]","[[' PersonX gets a raise.', ' PersonX has more money.', ' PersonX gets a promotion.']]","[[' to be helpful', ' to have a family', ' to be a good parent']]","[[' none', ' to have a home', ' to have a house']]","[[' happy', ' satisfied', ' accomplished']]","[[' PersonX buys a new house', ' PersonX buys a new home', ' PersonX buys a house']]","[[' to have a nice home', ' to have a good life', ' to have a nice home.']]","Want:  to have a good life, to have a nice home,  to have a nice home","Intents: to be helpful,  to be a good parent,  to have a family","Attributes:  helpful,  generous, responsible","Reactions:  accomplished,  satisfied, happy","Effects:  speaker has more money,  speaker gets a promotion, speaker gets a raise","Needs:  to have a house,  to have a home","Reasons:  speaker buys a new home,  speaker buys a house, speaker buys a new house"
435,435,435,1008,"Apparently, wealth wins over good looks -- Milton appears to have been a not unattractive young man!",03 Conflict,Winner,wealth,,wins,wealth,Wealth,wins,Competition/Game,3125377.0,,,wins over,wins over,"[[' friendly', ' persuasive', ' confident']]","[[' PersonX gets a new friend.', ' PersonX gets a new friend', ' PersonX gets a new job.']]","[[' to be liked', ' to be popular', ' none']]","[[' none', ' to talk to someone', ' to talk to people']]","[[' happy', ' good about themselves', ' good about themselves.']]","[[' PersonX goes on a date with PersonY.', ' PersonX goes on a date with PersonY', ' PersonX goes on a date with the girl.']]","[[' to make a new friend', ' to be a good friend', ' to be a good person']]","Want:  to be a good person, to make a new friend,  to be a good friend","Intents: to be liked,  to be popular","Attributes: friendly,  persuasive,  confident","Reactions:  good about themselves, happy","Effects: speaker gets a new friend,  speaker gets a new friend,  speaker gets a new job","Needs:  to talk to someone,  to talk to people","Reasons:  speaker goes on a date with the girl,  speaker goes on a date with someone, speaker goes on a date with someone"
436,436,436,1195,Sell not virtue to purchase wealth nor liberty to purchase power.,05 Engineering and Business: Business,Product,wealth,,purchase,wealth,Wealth,purchase,Business,122778.0,,,purchase wealth,purchase wealth,"[[' rich', ' wealthy', ' Wealthy']]","[[' PersonX becomes rich', ' PersonX becomes rich.', ' PersonX has more money']]","[[' to be rich', ' to be wealthy', ' to be rich.']]","[[' to go to the bank', ' to save money', ' to go to a bank']]","[[' happy', ' rich', ' wealthy']]","[[' PersonX is broke', ' PersonX is broke.', ' PersonX has no money.']]","[[' to invest the money', ' to buy a house', ' to invest the wealth']]","Want: to invest the money,  to buy a house,  to invest the wealth","Intents: to be rich,  to be rich,  to be wealthy","Attributes: rich,  Wealthy,  wealthy","Reactions:  rich,  wealthy, happy","Effects:  speaker has more money, speaker becomes rich,  speaker becomes rich","Needs:  to go to a bank,  to save money, to go to the bank","Reasons: speaker is broke,  speaker has no money,  speaker is broke"
437,437,437,616,"The sales tax victory had special resonance this evening in light of the presentation by Patty Wormeck, the district's finance director, on the district's annual financial report.",03 Conflict,Conflict,sales tax,,victory,sales tax,Taxation,victory,Competition/Game/War,3125350.0,,,victory had,victory had,"[[' victorious', ' successful', ' proud']]","[[' PersonX wins the game.', ' PersonX wins the game', ' PersonX gets a medal.']]","[[' none', ' to be successful', ' to win']]","[[' none', ' to win the game', ' to win the match']]","[[' happy', ' accomplished', ' proud']]","[[' PersonX wins the game', ' PersonX wins the race', ' PersonX wins a game']]","[[' to celebrate', ' to celebrate the victory', ' to celebrate with friends']]","Want:  to celebrate with friends,  to celebrate the victory, to celebrate","Intents:  to win,  to be successful","Attributes: victorious,  successful,  proud","Reactions:  accomplished, happy,  proud","Effects: speaker wins the game,  speaker gets a medal,  speaker wins the game","Needs:  to win the game,  to win the match","Reasons:  speaker wins a game, speaker wins the game,  speaker wins the race"
438,438,438,91,"Dudley claimed to be at the United Nations for the Arms Trade Treaty conference, yet nobody saw him in the building, but they did see Alan Gottlieb there, fighting to protect Americans' gun rights.",01 Health and Safety,Protection,gun rights,,protect,gun rights,Gun Rights,protect,Protection,2865555.0,,,protect Americans',protect Americans',"[[' patriotic', ' brave', ' protective']]","[[' PersonX saves lives.', ' PersonX saves lives', ' PersonX protects the country.']]","[[' to be a good citizen', ' to be a hero', ' to be a good person']]","[[' none', ' to know what is going on', ' to be a police officer']]","[[' good about themselves', ' proud', ' good about themselves.']]","[[' PersonX is a police officer', ' PersonX goes to war', ' PersonX is a cop']]","[[' to be a hero', ' to help others', ' to be a good citizen']]","Want: to be a hero,  to help others,  to be a good citizen","Intents: to be a good citizen,  to be a hero,  to be a good person","Attributes: patriotic,  protective,  brave","Reactions:  good about themselves, good about themselves,  proud","Effects:  speaker protects the country,  speaker saves lives, speaker saves lives","Needs:  to know what is going on,  to be a police officer","Reasons:  speaker is a cop, speaker is a police officer,  speaker goes to war"
439,439,439,1332,"State governments should be given more power, as only a means to dilute the bureaucracy and allow the people a greater voice.",05 Engineering and Business: Resource,Change Type,DEGRADE,,dilute,bureaucracy,Bureaucracy,dilute,Resource,1971318.0,,,dilute the,dilute the,"[[' careful', ' careless', ' skilled']]","[[' PersonX gets drunk.', ' none', ' PersonX gets a headache.']]","[[' to get rid of something', ' to get rid of the bad taste', ' to get rid of a bad smell']]","[[' none', ' to get a syringe', ' to get a glass']]","[[' satisfied', ' happy', ' satisfied.']]","[[' PersonX drinks a glass of water', ' PersonX drinks a lot of water', ' PersonX drinks a glass of milk']]","[[' to drink it', ' to drink the drink', ' to make a drink']]","Want: to drink it,  to make a drink,  to drink the drink","Intents:  to get rid of a bad smell, to get rid of something,  to get rid of the bad taste","Attributes:  skilled, careful,  careless","Reactions:  satisfied, satisfied,  happy","Effects:  speaker gets a headache, speaker gets drunk","Needs:  to get a glass,  to get a syringe","Reasons:  speaker drinks a glass of milk,  speaker drinks a lot of water, speaker drinks a glass of water"
440,440,440,120,Supporters of stricter gun control argue that broad gunrights inhibit the government from fulfilling that responsibility...,01 Health and Safety,Threat,gunrights,,inhibit,gunrights,Gun Rights,inhibit,Confinement,2378668.0,,,inhibit the,inhibit the,"[[' controlling', ' dominant', ' willful']]","[[' none', ' gets yelled at', ' PersonX is restrained']]","[[' to prevent something from happening', ' to be in control', ' to be in charge']]","[[' none', ' to know how to do it', ' to know how to stop it']]","[[' good about themselves', ' good about themselves.', ' good about himself']]","[[' PersonX wants to be a good leader.', ' PersonX wants to do something else.', ' PersonX wants to be a leader.']]","[["" to make sure it doesn't happen again"", "" to make sure it doesn't happen again."", "" to make sure it doesn't happen""]]","Want:  "" to make sure it doesnt happen"", "" to make sure it doesnt happen again"",  "" to make sure it doesnt happen again""","Intents: to prevent something from happening,  to be in charge,  to be in control","Attributes:  dominant,  willful, controlling","Reactions:  good about themselves,  good about himself, good about themselves","Effects:  gets yelled at,  speaker is restrained","Needs:  to know how to do it,  to know how to stop it","Reasons:  speaker wants to be a leader, speaker wants to be a good leader,  speaker wants to do something else"
441,441,441,1098,This country could use alot more of that for sure but it is clear to me the GOP has taken wealth worship to a new level and it is not a balenced aproach.,04 Power and Control: God,God,wealth,,worship,wealth,Wealth,worship,A God,31674.0,,,worship to,worship to,"[[' religious', ' spiritual', ' devout']]","[[' none', ' PersonX worships PersonY', ' PersonX worships PersonY.']]","[[' to be a good person', ' to be religious', ' to be a good person.']]","[[' none', ' to find someone to worship', ' to find someone to worship with']]","[[' worshipful', ' happy', ' good about themselves']]","[[' PersonX is a religious person.', ' PersonX is a religious person', ' PersonX is a Christian.']]","[[' to pray to God', ' to pray', ' to pray to god']]","Want: to pray to God,  to pray,  to pray to god","Intents: to be a good person,  to be religious,  to be a good person","Attributes:  spiritual,  devout, religious","Reactions:  good about themselves,  happy, worshipful",Effects:  speaker worships someone,"Needs:  to find someone to worship with,  to find someone to worship","Reasons:  speaker is a religious person,  speaker is a Christian, speaker is a religious person"
